Project Key,Issue Id,Parent Id,Issue Type,Summary,Description,Priority,Status,Epic Link,Labels,Sprint
BWC,S12-014,E19,Task,Calculate click rate,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate click rate

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-015,E19,Task,Calculate conversion rate,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate conversion rate

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-016,E19,Task,Calculate estimated ROI,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate estimated ROI

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-017,E19,Task,Build Dashboard screen,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Build Dashboard screen

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-018,E19,Task,Build Analytics screen,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Build Analytics screen

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-019,E20,Task,Implement ReportService,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Implement ReportService

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Reports,"bwc,solo-scrum,sprint-12,e20,reports,task",Sprint 12 — Analytics and Reports
BWC,S12-020,E20,Task,Add CSV campaign report export,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Add CSV campaign report export

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Reports,"bwc,solo-scrum,sprint-12,e20,reports,task",Sprint 12 — Analytics and Reports
BWC,S12-021,E20,Task,Add PDF campaign report export,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Add PDF campaign report export

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Reports,"bwc,solo-scrum,sprint-12,e20,reports,task",Sprint 12 — Analytics and Reports
BWC,S12-022,E20,Task,Build Reports screen,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Build Reports screen

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Reports,"bwc,solo-scrum,sprint-12,e20,reports,task",Sprint 12 — Analytics and Reports
BWC,S12-023,E19,Task,Add aggregated executive dashboard,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Add aggregated executive dashboard

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-024,E19,Task,Add analytics tests,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Add analytics tests

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-025,E20,Task,Add report export tests,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Add report export tests

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Reports,"bwc,solo-scrum,sprint-12,e20,reports,task",Sprint 12 — Analytics and Reports
BWC,S13-001,E21,Task,Implement AiRecommendation entity,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Implement AiRecommendation entity

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
BWC,S13-002,E21,Task,Implement AiRecommendationRepository,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Implement AiRecommendationRepository

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
BWC,S13-003,E21,Task,Implement AiSearchService,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Implement AiSearchService

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
BWC,S13-004,E21,Task,Implement fuzzy/weighted customer search,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Implement fuzzy/weighted customer search

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
BWC,S13-005,E21,Task,Add explainScore output,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Add explainScore output

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
BWC,S13-006,E21,Task,Implement AiRecommendationService,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Implement AiRecommendationService

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
BWC,S13-007,E21,Task,Implement product recommendation rules,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Implement product recommendation rules

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
BWC,S13-008,E21,Task,Implement segment suggestion rules,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Implement segment suggestion rules

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
BWC,S13-009,E21,Task,Implement default-risk scoring,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Implement default-risk scoring

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
BWC,S13-010,E21,Task,Implement duplicate-contact risk warning,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Implement duplicate-contact risk warning

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
BWC,S13-011,E21,Task,Implement CampaignCopyService,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Implement CampaignCopyService

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
BWC,S13-012,E21,Task,Implement campaign copy suggestion,"Detailed sprint backlog item from Sprint 13 — AI-Assisted Features.

Sprint Goal: Implement AI-assisted decision support without allowing AI to make final legal or marketing decisions.

Task: Implement campaign copy suggestion

Production Gate: AI must be decision support only. It must not override compliance approval, consent, opt-out, do-not-contact, or eligibility rules.",High,To Do,AI-assisted features,"bwc,solo-scrum,sprint-13,e21,ai,task",Sprint 13 — AI-Assisted Features
